"","V1","V2","HindHe","Depth"
"203","TO.MN.L08-TO.M.5","Minneapolis",0.633438694146009,708058
"204","TO.MN.L08-TO.U.2","Minneapolis",0.496579431773963,211623
"205","TO.MN.L08-TO.U.3","Minneapolis",0.545259710892847,293586
"206","TO.MN.L08-TO.U.4","Minneapolis",0.351359385839354,91107
"207","TO.MN.L08-TO.U.5","Minneapolis",0.501719329891211,273339
"208","TO.MN.L09-TO.M.1","Minneapolis",0.532967819909616,107070
"209","TO.MN.L09-TO.M.2","Minneapolis",0.492819959945789,245196
"210","TO.MN.L09-TO.M.4","Minneapolis",0.534120823873321,273763
"211","TO.MN.L09-TO.M.5","Minneapolis",0.513375909414284,148483
"212","TO.MN.L09-TO.U.2","Minneapolis",0.50459751906795,238906
"213","TO.MN.L09-TO.U.4","Minneapolis",0.447307307155065,225314
"214","TO.MN.L09-TO.U.5","Minneapolis",0.503079112856419,193417
"215","TO.MN.L10-TO.M.1","Minneapolis",0.400659511434235,101315
"216","TO.MN.L10-TO.M.3","Minneapolis",0.514320737692851,89128
"217","TO.MN.L10-TO.M.4","Minneapolis",0.585650485154783,391403
"218","TO.MN.L10-TO.U.1","Minneapolis",0.468272052556216,243938
"219","TO.MN.L10-TO.U.2","Minneapolis",0.453741479530086,161563
"220","TO.MN.L10-TO.U.3","Minneapolis",0.453847873307408,207121
"221","TO.MN.L10-TO.U.4","Minneapolis",0.516656452128028,260473
"222","TO.MN.L11-TO.M.1","Minneapolis",0.50073682403944,307918
"223","TO.MN.L11-TO.M.2","Minneapolis",0.525240764981878,334788
"224","TO.MN.L11-TO.M.3","Minneapolis",0.551345609777259,515528
"225","TO.MN.L11-TO.M.5","Minneapolis",0.373146336688602,190111
"226","TO.MN.L11-TO.U.1","Minneapolis",0.363569169811229,54565
"227","TO.MN.L11-TO.U.3","Minneapolis",0.397163411033514,117617
"228","TO.MN.L11-TO.U.4","Minneapolis",0.420314564576132,52082
"229","TO.PX.ALA.M.2","Phoenix",0.474894117295175,178342
"230","TO.PX.ALA.M.3","Phoenix",0.453488353437776,61802
"231","TO.PX.ALA.M.4","Phoenix",0.406804108137199,59504
"232","TO.PX.ALA.M.5","Phoenix",0.403937453975001,111268
"233","TO.PX.BUF.M.1","Phoenix",0.472043202024374,135331
"234","TO.PX.BUF.M.2","Phoenix",0.41558497751211,47197
"235","TO.PX.CLA.M.1","Phoenix",0.345205407585704,56254
"236","TO.PX.COY.M.1","Phoenix",0.583618950946738,630325
"237","TO.PX.COY.M.3","Phoenix",0.371211834870839,34537
"238","TO.PX.COY.M.6","Phoenix",0.63298709629888,720920
"239","TO.PX.DF1.M.1","Phoenix",0.504644198537367,147131
"240","TO.PX.DF2.M.1","Phoenix",0.448290323658183,170443
"241","TO.PX.LAP.M.3","Phoenix",0.429799810785828,87561
"242","TO.PX.LAP.M.4","Phoenix",0.507436804499063,161577
"243","TO.PX.WES.M.1","Phoenix",0.488126884765098,296756
"244","TO.PX.WES.M.2","Phoenix",0.557642376913346,341847
